longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,medianHouseValue
-116.37,33.72,19.0,6190.0,1355.0,152300.0
-116.44,33.77,18.0,4872.0,1110.0,97500.0
-116.43,33.75,24.0,2596.0,438.0,500001.0
-116.44,33.74,5.0,846.0,249.0,403300.0
-116.41,33.74,25.0,2475.0,476.0,168800.0
-116.41,33.74,17.0,4289.0,893.0,177800.0
-116.42,33.68,15.0,3895.0,782.0,138300.0
-116.37,33.69,7.0,8806.0,1542.0,318100.0
-116.33,33.72,11.0,12327.0,2000.0,353100.0
-116.29,33.67,12.0,5048.0,842.0,231300.0
-116.3,33.68,10.0,2387.0,481.0,137500.0
-116.31,33.67,15.0,2214.0,410.0,93400.0
-116.31,33.67,11.0,4686.0,851.0,91800.0
-116.31,33.66,7.0,4497.0,831.0,98000.0
-116.31,33.65,8.0,3079.0,558.0,102600.0
-116.26,33.72,10.0,9404.0,1827.0,105800.0
-116.25,33.69,5.0,1664.0,444.0,92900.0
-116.22,33.7,9.0,3861.0,849.0,124700.0
-116.24,33.76,9.0,1961.0,595.0,96700.0
-116.29,33.74,6.0,12991.0,2555.0,199300.0
-116.29,33.72,5.0,3584.0,760.0,167400.0
-116.25,33.81,24.0,880.0,187.0,67500.0
-116.25,33.75,33.0,278.0,91.0,50000.0
-116.24,33.72,25.0,5236.0,1039.0,93400.0
-116.24,33.71,10.0,9033.0,2224.0,95000.0
-116.24,33.73,14.0,2774.0,566.0,104100.0
-116.22,33.74,26.0,4120.0,858.0,69400.0
-116.21,33.75,22.0,894.0,192.0,68200.0
-116.21,33.72,28.0,2488.0,714.0,68900.0
-116.22,33.73,38.0,1695.0,352.0,68500.0
-116.23,33.73,29.0,1133.0,221.0,72100.0
-116.21,33.71,19.0,3114.0,787.0,82200.0
-116.22,33.72,28.0,826.0,258.0,58800.0
-116.2,33.7,26.0,2399.0,625.0,60600.0
-116.23,33.72,32.0,4981.0,1326.0,76900.0
-116.23,33.71,17.0,4874.0,1349.0,90000.0
-116.15,33.69,22.0,197.0,54.0,112500.0
-116.11,33.64,20.0,1273.0,354.0,84700.0
-116.15,33.64,10.0,1711.0,499.0,65400.0
-116.2,33.63,23.0,1152.0,273.0,96300.0
-116.21,33.66,19.0,1596.0,295.0,100900.0
-116.21,33.68,34.0,584.0,176.0,100000.0
-116.25,33.68,16.0,926.0,189.0,366700.0
-116.26,33.65,3.0,7437.0,1222.0,382400.0
-116.17,33.53,13.0,1713.0,512.0,58600.0
-116.12,33.53,17.0,2421.0,820.0,100000.0
-116.01,33.51,24.0,2985.0,958.0,66400.0
-115.84,33.49,20.0,1660.0,379.0,68900.0
-116.16,33.68,12.0,1230.0,277.0,61400.0
-116.17,33.67,18.0,3585.0,800.0,65900.0
-116.17,33.66,22.0,639.0,203.0,47500.0
-116.19,33.67,16.0,1859.0,476.0,67500.0
-116.18,33.67,25.0,2888.0,654.0,66700.0
-116.18,33.69,17.0,89.0,19.0,155000.0
-116.19,33.69,11.0,5692.0,1346.0,74000.0
-116.08,33.86,16.0,381.0,89.0,76100.0
-115.22,33.54,18.0,1706.0,397.0,53500.0
-114.67,33.92,17.0,97.0,24.0,27500.0
-115.58,33.88,21.0,1161.0,282.0,71700.0
-114.98,33.82,15.0,644.0,129.0,71300.0
-114.49,33.97,17.0,2809.0,635.0,87500.0
-114.65,33.6,28.0,1678.0,322.0,94900.0
-114.68,33.49,20.0,1491.0,360.0,44400.0
-114.56,33.69,17.0,720.0,174.0,85700.0
-114.57,33.64,14.0,1501.0,337.0,73400.0
-114.57,33.57,20.0,1454.0,326.0,65500.0
-114.57,33.52,27.0,173.0,35.0,45000.0
-114.59,33.61,34.0,4789.0,1175.0,58400.0
-114.61,33.62,16.0,1187.0,261.0,61500.0
-114.6,33.62,16.0,3741.0,801.0,86500.0
-114.58,33.63,29.0,1387.0,236.0,74000.0
-114.62,33.62,26.0,18.0,3.0,275000.0
-114.58,33.61,25.0,2907.0,680.0,82400.0
-114.6,33.6,21.0,1988.0,483.0,62000.0
-121.43,38.58,35.0,5298.0,954.0,155700.0
-121.43,38.57,38.0,2507.0,446.0,163700.0
-121.42,38.57,38.0,1878.0,338.0,161400.0
-121.44,38.58,43.0,1806.0,339.0,147100.0
-121.43,38.57,46.0,2443.0,476.0,142000.0
-121.44,38.57,52.0,3080.0,545.0,164500.0
-121.44,38.58,42.0,2334.0,435.0,148800.0
-121.45,38.58,44.0,2314.0,415.0,153900.0
-121.45,38.57,48.0,1962.0,356.0,147900.0
-121.46,38.58,52.0,4408.0,807.0,181600.0
-121.46,38.58,40.0,1394.0,397.0,109800.0
-121.47,38.58,44.0,2092.0,555.0,115100.0
-121.47,38.58,43.0,3807.0,952.0,137500.0
-121.47,38.58,52.0,2035.0,483.0,109300.0
-121.48,38.58,52.0,576.0,146.0,94300.0
-121.48,38.58,48.0,2434.0,744.0,140600.0
-121.49,38.58,52.0,2151.0,664.0,90300.0
-121.48,38.59,52.0,1186.0,341.0,70500.0
-121.49,38.59,20.0,463.0,180.0,85000.0
-121.49,38.58,52.0,1000.0,324.0,168800.0
-121.5,38.58,5.0,761.0,306.0,162500.0
-121.5,38.58,20.0,4018.0,1220.0,125000.0
-121.5,38.57,9.0,745.0,175.0,77500.0
-121.49,38.58,52.0,569.0,405.0,137500.0
-121.48,38.58,42.0,1823.0,566.0,137500.0
-121.48,38.57,47.0,2438.0,804.0,141700.0
-121.48,38.57,52.0,567.0,193.0,187500.0
-121.49,38.57,49.0,1334.0,492.0,93800.0
-121.49,38.57,38.0,2410.0,967.0,87900.0
-121.47,38.57,39.0,1360.0,368.0,150000.0
-121.47,38.57,48.0,3136.0,926.0,123900.0
-121.48,38.57,38.0,2809.0,805.0,114100.0
-121.47,38.57,52.0,438.0,103.0,200000.0
-121.47,38.57,50.0,3233.0,968.0,168100.0
-121.48,38.58,52.0,2501.0,757.0,157500.0
-121.45,38.57,52.0,2006.0,412.0,236100.0
-121.45,38.56,52.0,3170.0,476.0,233800.0
-121.46,38.56,52.0,1750.0,372.0,111800.0
-121.46,38.57,52.0,810.0,172.0,140000.0
-121.46,38.57,52.0,893.0,159.0,213200.0
-121.46,38.57,52.0,1917.0,367.0,158900.0
-121.46,38.57,52.0,1625.0,419.0,156700.0
-121.43,38.56,41.0,1105.0,227.0,131700.0
-121.44,38.56,45.0,2423.0,466.0,131900.0
-121.44,38.56,52.0,906.0,165.0,139400.0
-121.43,38.56,50.0,1533.0,288.0,125900.0
-121.43,38.56,46.0,1316.0,244.0,137800.0
-121.45,38.57,52.0,3994.0,635.0,232500.0
-121.45,38.56,52.0,3420.0,555.0,173800.0
-121.42,38.55,35.0,182.0,39.0,98900.0
-121.43,38.55,44.0,3514.0,714.0,100100.0
-121.45,38.55,19.0,3374.0,808.0,77600.0
-121.46,38.56,52.0,1878.0,393.0,122800.0
-121.45,38.56,51.0,1250.0,235.0,121200.0
-121.44,38.55,46.0,1698.0,383.0,97000.0
-121.47,38.56,52.0,889.0,162.0,85600.0
-121.46,38.56,52.0,907.0,180.0,104000.0
-121.46,38.55,52.0,3126.0,648.0,84100.0
-121.46,38.55,52.0,2094.0,463.0,68500.0
-121.47,38.55,48.0,1091.0,403.0,65400.0
-121.47,38.56,52.0,1532.0,408.0,85900.0
-121.47,38.56,51.0,2083.0,559.0,95800.0
-121.47,38.56,44.0,1986.0,573.0,88100.0
-121.48,38.56,44.0,1151.0,263.0,113600.0
-121.48,38.56,46.0,1476.0,344.0,134700.0
-121.48,38.57,38.0,1145.0,324.0,114300.0
-121.49,38.56,42.0,900.0,239.0,87500.0
-121.49,38.56,35.0,1521.0,457.0,86900.0
-121.49,38.57,51.0,1492.0,385.0,108800.0
-121.5,38.57,41.0,1124.0,344.0,94600.0
-121.5,38.57,44.0,1375.0,351.0,87500.0
-121.51,38.57,36.0,613.0,166.0,93800.0
-121.5,38.57,45.0,858.0,254.0,80000.0
-121.5,38.56,46.0,2646.0,645.0,123100.0
-121.51,38.56,43.0,1048.0,312.0,137500.0
-121.51,38.55,45.0,3032.0,631.0,137900.0
-121.51,38.55,46.0,1485.0,278.0,137200.0
-121.49,38.56,52.0,1844.0,392.0,103500.0
-121.49,38.55,52.0,2515.0,460.0,151100.0
-121.5,38.55,52.0,2784.0,455.0,209800.0
-121.49,38.56,52.0,1777.0,368.0,137800.0
-121.49,38.54,47.0,2313.0,536.0,123000.0
-121.5,38.54,52.0,1145.0,133.0,405800.0
-121.49,38.55,51.0,4280.0,632.0,224100.0
-121.5,38.55,49.0,4094.0,634.0,236800.0
-121.5,38.54,44.0,1167.0,201.0,179800.0
-121.48,38.55,52.0,2508.0,360.0,228700.0
-121.48,38.55,52.0,2037.0,358.0,162500.0
-121.48,38.56,50.0,1587.0,448.0,94300.0
-121.48,38.55,52.0,1684.0,309.0,175000.0
-121.48,38.55,52.0,2216.0,333.0,191900.0
-121.48,38.56,52.0,814.0,216.0,125000.0
-121.47,38.55,48.0,968.0,310.0,65400.0
-121.47,38.55,29.0,1303.0,308.0,55800.0
-121.47,38.54,47.0,2085.0,464.0,56700.0
-121.47,38.55,24.0,979.0,287.0,67000.0
-121.47,38.55,52.0,1384.0,295.0,94600.0
-121.45,38.54,47.0,1159.0,250.0,56000.0
-121.45,38.54,41.0,1278.0,308.0,58300.0
-121.46,38.54,48.0,1001.0,205.0,58200.0
-121.46,38.55,40.0,2077.0,435.0,57000.0
-121.42,38.54,29.0,1407.0,265.0,108000.0
-121.43,38.54,43.0,2084.0,417.0,92700.0
-121.43,38.54,44.0,1879.0,359.0,101500.0
-121.44,38.54,44.0,2570.0,509.0,92400.0
-121.45,38.54,48.0,3421.0,734.0,86600.0
-121.42,38.54,18.0,2525.0,501.0,87600.0
-121.42,38.54,29.0,2358.0,493.0,94300.0
-121.43,38.54,42.0,3321.0,688.0,101300.0
-121.44,38.54,39.0,2855.0,574.0,93600.0
-121.44,38.54,47.0,2518.0,501.0,75700.0
-121.41,38.53,35.0,2061.0,371.0,79000.0
-121.41,38.53,37.0,1058.0,224.0,72100.0
-121.42,38.53,37.0,1958.0,367.0,71200.0
-121.42,38.53,36.0,1581.0,288.0,71800.0
-121.43,38.53,36.0,1488.0,294.0,82700.0
-121.43,38.53,36.0,2430.0,426.0,81900.0
-121.44,38.53,37.0,1951.0,432.0,80600.0
-121.41,38.52,25.0,3087.0,720.0,66800.0
-121.42,38.51,21.0,3249.0,666.0,87800.0
-121.42,38.52,32.0,2828.0,556.0,72600.0
-121.43,38.52,43.0,2089.0,399.0,72100.0
-121.43,38.52,30.0,3657.0,945.0,78300.0
-121.44,38.52,38.0,2080.0,388.0,76600.0
-121.5,38.53,39.0,3184.0,593.0,192000.0
-121.5,38.53,37.0,3642.0,684.0,114300.0
-121.51,38.53,34.0,1613.0,265.0,191900.0
-121.51,38.53,36.0,2603.0,408.0,216600.0
-121.5,38.52,37.0,2008.0,466.0,59100.0
-121.51,38.51,33.0,2918.0,439.0,171300.0
-121.51,38.51,31.0,1595.0,217.0,251600.0
-121.51,38.52,30.0,3236.0,588.0,181400.0
-121.48,38.53,38.0,1451.0,315.0,101600.0
-121.49,38.53,40.0,2966.0,536.0,130600.0
-121.49,38.54,37.0,1655.0,393.0,78400.0
-121.48,38.53,43.0,1378.0,280.0,103900.0
-121.48,38.52,36.0,1824.0,357.0,96400.0
-121.49,38.52,37.0,1902.0,413.0,96800.0
-121.49,38.53,42.0,1468.0,281.0,124200.0
-121.48,38.54,41.0,3364.0,685.0,73500.0
-121.48,38.53,37.0,1704.0,361.0,62300.0
-121.47,38.54,36.0,2099.0,510.0,52500.0
-121.47,38.53,43.0,3215.0,725.0,54400.0
-121.47,38.53,44.0,543.0,146.0,65400.0
-121.49,38.51,18.0,700.0,169.0,152900.0
-121.49,38.5,32.0,2364.0,439.0,84500.0
-121.49,38.5,30.0,1715.0,271.0,87900.0
-121.5,38.5,29.0,2049.0,330.0,98500.0
-121.49,38.51,30.0,3166.0,607.0,79500.0
-121.51,38.54,34.0,2815.0,479.0,164800.0
-121.52,38.53,31.0,3089.0,585.0,160300.0
-121.52,38.53,30.0,3377.0,623.0,171200.0
-121.52,38.51,23.0,6876.0,1456.0,156900.0
-121.51,38.49,21.0,4426.0,790.0,158300.0
-121.51,38.5,25.0,4719.0,745.0,180200.0
-121.55,38.51,14.0,5490.0,851.0,216800.0
-121.55,38.5,9.0,4868.0,738.0,204600.0
-121.54,38.5,15.0,6093.0,1051.0,183600.0
-121.54,38.51,17.0,8482.0,1590.0,217900.0
-121.53,38.5,17.0,3087.0,477.0,216800.0
-121.53,38.51,20.0,6132.0,1324.0,178900.0
-121.52,38.5,19.0,4900.0,805.0,184400.0
-121.53,38.48,5.0,27870.0,5027.0,212200.0
-121.52,38.49,5.0,3344.0,800.0,152800.0
-121.54,38.49,6.0,9104.0,1535.0,174500.0
-121.48,38.52,34.0,2561.0,497.0,95800.0
-121.48,38.51,24.0,979.0,201.0,72300.0
-121.48,38.5,23.0,2679.0,792.0,70300.0
-121.49,38.49,26.0,1557.0,301.0,77700.0
-121.5,38.49,29.0,3606.0,690.0,78200.0
-121.5,38.49,32.0,4013.0,725.0,83400.0
-121.48,38.49,26.0,3165.0,806.0,78600.0
-121.49,38.49,26.0,4629.0,832.0,74600.0
-121.47,38.49,17.0,3595.0,790.0,78800.0
-121.47,38.48,25.0,2969.0,551.0,76200.0
-121.49,38.47,26.0,6121.0,1185.0,68000.0
-121.47,38.48,24.0,2359.0,462.0,67300.0
-121.45,38.54,38.0,1865.0,384.0,60500.0
-121.45,38.53,38.0,1746.0,388.0,69900.0
-121.45,38.53,34.0,1893.0,415.0,75400.0
-121.45,38.53,34.0,1717.0,354.0,87000.0
-121.46,38.54,39.0,1453.0,324.0,63900.0
-121.46,38.53,37.0,2745.0,588.0,65400.0
-121.46,38.54,36.0,1825.0,411.0,55700.0
-121.47,38.52,26.0,2177.0,638.0,66800.0
-121.46,38.51,18.0,2123.0,606.0,110000.0
-121.45,38.5,25.0,3033.0,665.0,99500.0
-121.47,38.5,17.0,1895.0,424.0,137500.0
-121.47,38.51,52.0,20.0,4.0,80000.0
-121.47,38.52,42.0,2316.0,515.0,60400.0
-121.44,38.52,36.0,3446.0,950.0,69700.0
-121.45,38.51,29.0,4221.0,901.0,75900.0
-121.45,38.52,37.0,1705.0,325.0,71200.0
-121.45,38.52,37.0,1477.0,321.0,70300.0
-121.46,38.52,29.0,3873.0,797.0,72100.0
-121.46,38.51,32.0,2437.0,592.0,84100.0
-121.46,38.52,34.0,1279.0,285.0,65600.0
-121.44,38.51,27.0,7212.0,1606.0,82400.0
-121.44,38.5,27.0,2527.0,439.0,96800.0
-121.44,38.5,20.0,2033.0,586.0,97500.0
-121.42,38.51,15.0,7901.0,1422.0,90400.0
-121.42,38.5,24.0,7740.0,1539.0,87900.0
-121.46,38.49,15.0,10211.0,1995.0,107900.0
-121.45,38.49,34.0,3573.0,662.0,109800.0
-121.44,38.49,31.0,4297.0,788.0,109300.0
-121.45,38.48,28.0,2780.0,510.0,103100.0
-121.43,38.48,12.0,4602.0,930.0,90500.0
-121.44,38.48,12.0,4929.0,1010.0,109800.0
-121.45,38.48,24.0,1766.0,340.0,98700.0
-121.46,38.48,8.0,3593.0,659.0,93100.0
-121.42,38.49,17.0,13180.0,2444.0,103000.0
-121.42,38.48,13.0,7880.0,1992.0,116000.0
-121.4,38.49,12.0,7290.0,1283.0,106300.0
-121.38,38.49,11.0,8537.0,1643.0,108900.0
-121.39,38.51,19.0,1808.0,375.0,92000.0
-121.42,38.56,21.0,2066.0,748.0,55000.0
-121.39,38.56,19.0,8507.0,1470.0,137400.0
-121.38,38.55,23.0,2790.0,430.0,133700.0
-121.38,38.55,26.0,1532.0,264.0,130900.0
-121.39,38.55,25.0,2171.0,431.0,126200.0
-121.39,38.55,18.0,1734.0,467.0,154300.0
-121.4,38.55,26.0,2697.0,398.0,142500.0
-121.41,38.55,14.0,2534.0,705.0,156300.0
-121.4,38.55,19.0,2497.0,494.0,142400.0
-121.4,38.53,38.0,152.0,30.0,67500.0
-121.48,38.59,43.0,987.0,240.0,82100.0
-121.5,38.59,43.0,88.0,21.0,67500.0
-121.44,38.6,16.0,2987.0,864.0,137500.0
-121.41,38.56,17.0,7228.0,1369.0,179500.0
-121.37,38.57,22.0,4899.0,847.0,387000.0
-121.39,38.57,33.0,2648.0,357.0,338700.0
-121.4,38.57,25.0,2022.0,295.0,297600.0
-121.41,38.57,16.0,4429.0,1124.0,190700.0
-121.4,38.56,22.0,2623.0,357.0,327800.0
-121.42,38.6,23.0,3713.0,1078.0,89600.0
-121.42,38.6,35.0,1166.0,193.0,102800.0
-121.42,38.6,36.0,1327.0,209.0,111400.0
-121.43,38.61,33.0,2289.0,576.0,95700.0
-121.44,38.61,34.0,172.0,38.0,55000.0
-121.41,38.61,36.0,3099.0,605.0,105500.0
-121.41,38.6,16.0,5407.0,1467.0,104200.0
-121.41,38.59,18.0,5527.0,1446.0,114500.0
-121.41,38.59,17.0,12355.0,3630.0,99100.0
-121.41,38.58,18.0,6955.0,1882.0,141400.0
-121.39,38.61,36.0,2396.0,536.0,136600.0
-121.39,38.6,22.0,5773.0,1320.0,118800.0
-121.4,38.61,37.0,1994.0,347.0,136400.0
-121.38,38.59,36.0,1239.0,237.0,103000.0
-121.39,38.59,33.0,2091.0,468.0,108100.0
-121.39,38.59,34.0,1151.0,234.0,113600.0
-121.4,38.59,25.0,2228.0,534.0,124600.0
-121.4,38.59,18.0,2614.0,624.0,156800.0
-121.38,38.59,36.0,2253.0,434.0,98700.0
-121.39,38.58,36.0,2019.0,369.0,93400.0
-121.39,38.58,41.0,2577.0,365.0,448300.0
-121.37,38.6,35.0,3137.0,544.0,136800.0
-121.37,38.6,36.0,1119.0,144.0,283300.0
-121.38,38.6,36.0,1249.0,159.0,446400.0
-121.38,38.61,34.0,2888.0,496.0,148600.0
-121.37,38.59,36.0,2523.0,401.0,207800.0
-121.37,38.58,37.0,2839.0,390.0,280400.0
-121.38,38.58,38.0,2968.0,475.0,191700.0
-121.38,38.59,38.0,1839.0,287.0,189400.0
-121.37,38.59,36.0,2388.0,369.0,194100.0
-121.35,38.61,27.0,3900.0,776.0,115700.0
-121.35,38.6,27.0,4314.0,611.0,170100.0
-121.36,38.6,35.0,1930.0,328.0,133000.0
-121.36,38.6,36.0,1275.0,227.0,133600.0
-121.36,38.61,35.0,2355.0,365.0,144100.0
-121.35,38.59,29.0,1285.0,193.0,265700.0
-121.36,38.59,32.0,3303.0,480.0,225700.0
-121.36,38.58,25.0,3196.0,406.0,344000.0
-121.35,38.58,20.0,2992.0,378.0,320200.0
-121.34,38.58,18.0,1631.0,228.0,267200.0
-121.34,38.59,23.0,2912.0,421.0,225900.0
-121.34,38.59,22.0,3273.0,480.0,380000.0
-121.36,38.64,24.0,6540.0,1008.0,175200.0
-121.36,38.63,28.0,6119.0,985.0,146400.0
-121.35,38.62,28.0,4175.0,796.0,164000.0
-121.35,38.61,25.0,4916.0,1243.0,134100.0
-121.36,38.61,37.0,2191.0,394.0,159500.0
-121.36,38.62,34.0,2447.0,503.0,133000.0
-121.36,38.63,30.0,2619.0,370.0,164500.0
-121.37,38.64,36.0,322.0,48.0,139300.0
-121.38,38.64,19.0,4563.0,1069.0,143400.0
-121.37,38.63,32.0,3658.0,797.0,120700.0
-121.37,38.63,37.0,494.0,86.0,141100.0
-121.37,38.63,30.0,5996.0,1018.0,151800.0
-121.37,38.62,27.0,1743.0,380.0,166100.0
-121.38,38.62,34.0,2352.0,610.0,116500.0
-121.38,38.62,41.0,774.0,144.0,115300.0
-121.37,38.62,43.0,1077.0,199.0,115600.0
-121.37,38.61,42.0,945.0,193.0,127100.0
-121.37,38.61,39.0,823.0,146.0,114100.0
-121.38,38.61,27.0,2375.0,537.0,126900.0
-121.39,38.63,30.0,2930.0,739.0,118900.0
-121.39,38.63,34.0,1226.0,180.0,150400.0
-121.39,38.61,35.0,2024.0,359.0,156900.0
-121.39,38.62,27.0,5693.0,1487.0,170500.0
-121.39,38.62,45.0,2696.0,624.0,160900.0
-121.4,38.63,30.0,3626.0,834.0,130400.0
-121.4,38.63,31.0,1540.0,452.0,98700.0
-121.4,38.62,28.0,3671.0,886.0,113200.0
-121.4,38.61,33.0,3512.0,825.0,118800.0
-121.41,38.62,21.0,3260.0,763.0,97500.0
-121.42,38.62,33.0,3171.0,832.0,88600.0
-121.42,38.61,34.0,1126.0,256.0,84400.0
-121.43,38.61,40.0,1134.0,252.0,65200.0
-121.42,38.62,41.0,1087.0,272.0,64900.0
-121.42,38.63,42.0,1385.0,273.0,78000.0
-121.43,38.63,43.0,1009.0,225.0,67000.0
-121.42,38.63,42.0,2217.0,536.0,73100.0
-121.43,38.62,36.0,1765.0,438.0,73000.0
-121.44,38.61,41.0,1404.0,313.0,63300.0
-121.41,38.64,41.0,1578.0,317.0,66800.0
-121.41,38.64,38.0,1384.0,287.0,64400.0
-121.42,38.64,42.0,1720.0,382.0,60500.0
-121.42,38.64,44.0,1728.0,367.0,58500.0
-121.42,38.65,21.0,2274.0,495.0,49800.0
-121.43,38.65,18.0,909.0,198.0,77400.0
-121.43,38.64,34.0,2010.0,411.0,65900.0
-121.44,38.64,18.0,1756.0,442.0,70500.0
-121.44,38.64,25.0,1678.0,367.0,62100.0
-121.44,38.65,28.0,1219.0,240.0,122200.0
-121.44,38.63,38.0,1673.0,399.0,62200.0
-121.44,38.63,33.0,1077.0,271.0,55900.0
-121.44,38.63,38.0,1402.0,370.0,71000.0
-121.44,38.62,37.0,1607.0,385.0,64700.0
-121.44,38.62,37.0,3009.0,733.0,61000.0
-121.45,38.65,5.0,2680.0,502.0,110000.0
-121.46,38.65,8.0,3746.0,767.0,103400.0
-121.46,38.65,14.0,3167.0,551.0,92600.0
-121.45,38.64,23.0,1481.0,343.0,60600.0
-121.46,38.64,20.0,1517.0,323.0,67000.0
-121.46,38.63,26.0,3185.0,658.0,67600.0
-121.45,38.63,28.0,1246.0,295.0,51700.0
-121.45,38.62,37.0,1534.0,315.0,59800.0
-121.45,38.62,38.0,2419.0,605.0,63100.0
-121.45,38.61,32.0,2436.0,612.0,81400.0
-121.46,38.61,43.0,705.0,178.0,60900.0
-121.46,38.62,35.0,3326.0,696.0,60900.0
-121.44,38.61,33.0,1591.0,466.0,70100.0
-121.45,38.6,44.0,2324.0,413.0,158900.0
-121.45,38.61,46.0,1758.0,511.0,70000.0
-121.46,38.61,43.0,1111.0,269.0,66300.0
-121.46,38.6,29.0,1978.0,538.0,135600.0
-121.45,38.61,34.0,438.0,116.0,67500.0
-121.47,38.63,29.0,2197.0,520.0,69300.0
-121.47,38.61,31.0,1072.0,279.0,65800.0
-121.47,38.61,35.0,1372.0,360.0,67500.0
-121.52,38.65,17.0,1269.0,233.0,331300.0
-121.53,38.61,5.0,8149.0,1913.0,178800.0
-121.49,38.63,6.0,12197.0,2617.0,129300.0
-121.5,38.62,8.0,16679.0,3457.0,134500.0
-121.5,38.61,5.0,1395.0,373.0,225000.0
-121.5,38.63,6.0,693.0,143.0,117000.0
-121.49,38.62,8.0,15309.0,2996.0,129700.0
-121.49,38.61,6.0,4391.0,974.0,105300.0
-121.48,38.62,23.0,7709.0,1279.0,96600.0
-121.48,38.61,18.0,1511.0,315.0,89400.0
-121.51,38.69,28.0,800.0,149.0,108600.0
-121.59,38.69,32.0,541.0,82.0,383300.0
-121.42,38.72,10.0,3054.0,528.0,91900.0
-121.44,38.73,25.0,1287.0,224.0,135500.0
-121.47,38.72,26.0,1708.0,299.0,99800.0
-121.44,38.71,25.0,2336.0,406.0,101200.0
-121.42,38.7,10.0,2562.0,460.0,96200.0
-121.45,38.7,24.0,2159.0,369.0,90400.0
-121.46,38.7,32.0,965.0,183.0,93900.0
-121.43,38.69,28.0,927.0,165.0,96200.0
-121.44,38.68,19.0,2476.0,534.0,94400.0
-121.42,38.68,32.0,2118.0,345.0,112200.0
-121.41,38.69,28.0,1601.0,308.0,105200.0
-121.44,38.69,24.0,3124.0,556.0,94900.0
-121.45,38.69,32.0,2962.0,526.0,89200.0
-121.46,38.68,35.0,1299.0,254.0,103000.0
-121.47,38.68,19.0,946.0,182.0,97300.0
-121.46,38.69,11.0,3335.0,658.0,96800.0
-121.47,38.7,31.0,1007.0,181.0,91300.0
-121.43,38.66,35.0,1814.0,367.0,81100.0
-121.46,38.66,3.0,3438.0,603.0,120500.0
-121.4,38.66,50.0,880.0,150.0,112500.0
-121.37,38.69,29.0,2103.0,380.0,87000.0
-121.37,38.68,34.0,1086.0,187.0,84200.0
-121.38,38.68,35.0,1643.0,298.0,84200.0
-121.37,38.68,36.0,1775.0,296.0,83400.0
-121.37,38.69,35.0,1851.0,327.0,84000.0
-121.38,38.69,35.0,2943.0,554.0,84400.0
-121.39,38.69,38.0,300.0,47.0,108300.0
-121.37,38.69,35.0,1093.0,192.0,80200.0
-121.37,38.68,29.0,3757.0,646.0,88200.0
-121.37,38.68,35.0,1620.0,276.0,72900.0
-121.38,38.68,35.0,1565.0,290.0,77000.0
-121.38,38.68,40.0,67.0,17.0,93800.0
-121.37,38.67,36.0,1354.0,258.0,78800.0
-121.37,38.67,36.0,1786.0,338.0,72700.0
-121.38,38.67,37.0,2176.0,460.0,78400.0
-121.38,38.67,38.0,1001.0,228.0,73400.0
-121.39,38.67,35.0,562.0,174.0,112500.0
-121.37,38.7,18.0,3938.0,649.0,95000.0
-121.38,38.7,25.0,3919.0,764.0,89500.0
-121.39,38.69,30.0,2897.0,506.0,88400.0
-121.37,38.7,26.0,2230.0,410.0,88200.0
-121.34,38.69,16.0,2686.0,516.0,112700.0
-121.34,38.69,17.0,1968.0,364.0,114300.0
-121.35,38.68,20.0,7085.0,1222.0,120000.0
-121.35,38.68,18.0,7923.0,1558.0,98600.0
-121.35,38.72,2.0,21897.0,3513.0,151300.0
-121.38,38.71,7.0,4842.0,935.0,133000.0
-121.4,38.71,15.0,4680.0,758.0,107000.0
-121.36,38.69,13.0,6850.0,1400.0,93300.0
-121.35,38.7,5.0,14414.0,2979.0,129600.0
-121.36,38.67,17.0,2770.0,684.0,82500.0
-121.36,38.67,5.0,5819.0,1507.0,116600.0
-121.37,38.66,9.0,3184.0,779.0,86000.0
-121.36,38.66,22.0,2878.0,599.0,96500.0
-121.37,38.66,17.0,4866.0,1056.0,103300.0
-121.38,38.66,17.0,3778.0,939.0,100500.0
-121.38,38.65,34.0,825.0,173.0,109500.0
-121.39,38.64,33.0,1503.0,282.0,99300.0
-121.34,38.68,28.0,3379.0,552.0,124000.0
-121.34,38.67,34.0,1503.0,264.0,118500.0
-121.34,38.67,35.0,643.0,117.0,120700.0
-121.34,38.66,16.0,3154.0,860.0,92900.0
-121.35,38.66,8.0,3322.0,805.0,130700.0
-121.34,38.66,17.0,1149.0,257.0,137500.0
-121.34,38.66,18.0,4164.0,963.0,133100.0
-121.35,38.66,24.0,3313.0,769.0,105700.0
-121.36,38.66,14.0,756.0,141.0,116100.0
-121.37,38.64,27.0,1672.0,299.0,159700.0
-121.35,38.65,20.0,2498.0,546.0,107900.0
-121.33,38.66,15.0,4371.0,908.0,105500.0
-121.33,38.65,23.0,2446.0,523.0,198500.0
-121.34,38.65,27.0,1595.0,246.0,199000.0
-121.33,38.65,24.0,3533.0,741.0,183200.0
-121.34,38.64,12.0,2772.0,578.0,161000.0
-121.33,38.64,27.0,2203.0,493.0,119500.0
-121.34,38.64,17.0,2761.0,501.0,139700.0
-121.34,38.63,13.0,3033.0,540.0,161700.0
-121.33,38.63,23.0,1947.0,409.0,156800.0
-121.33,38.62,19.0,1853.0,415.0,135800.0
-121.34,38.62,20.0,4021.0,864.0,153000.0
-121.34,38.61,22.0,1778.0,408.0,142200.0
